SEASON,ROUND,SC TEAM,PLAYER,TEAM,POS,PROJ,PTS,SC COACH
2017,9,I Dream of Viney,T.Lynch,ADE,FWD,79,96,RICHO
2017,9,I Dream of Viney,M.Priddis,WCE,MID,102,73,RICHO
2017,9,I Dream of Viney,J.McGovern,WCE,DEF,83,47,RICHO
2017,9,I Dream of Viney,T.Liberatore,WBD,BEN,69,0,RICHO
2017,9,I Dream of Viney,H.Hartlett,PTA,BEN,81,0,RICHO
2017,9,I Dream of Viney,R.Gray,PTA,BEN,89,0,RICHO
2017,9,I Dream of Viney,C.Wingard,PTA,BEN,91,0,RICHO
2017,10,I Dream of Viney,S.Pendlebury,COL,MID,113,130,RICHO
2017,10,I Dream of Viney,W.Hoskin-Elliott,COL,FWD,90,64,RICHO
2017,10,I Dream of Viney,T.McDonald,MEL,DEF,82,48,RICHO
2017,10,I Dream of Viney,J.Viney,MEL,MID,106,107,RICHO
2017,10,I Dream of Viney,S.Martin,BRL,RUC,97,62,RICHO
2017,10,I Dream of Viney,E.Curnow,CAR,MID,102,118,RICHO
2017,10,I Dream of Viney,I.Heeney,SYD,FWD,101,89,RICHO
2017,10,I Dream of Viney,T.Hawkins,GEE,FWD,78,69,RICHO
2017,10,I Dream of Viney,S.Motlop,GEE,FWD,69,84,RICHO
2017,10,I Dream of Viney,C.Ward,GWS,MID,94,107,RICHO
2017,10,I Dream of Viney,H.Shaw,GWS,DEF,90,76,RICHO
2017,10,I Dream of Viney,R.Gray,PTA,MID,96,104,RICHO
2017,10,I Dream of Viney,H.Hartlett,PTA,DEF,71,42,RICHO
2017,10,I Dream of Viney,D.Martin,RIC,MID,103,125,RICHO
2017,10,I Dream of Viney,D.Roberton,STK,DEF,114,89,RICHO
2017,10,I Dream of Viney,T.Lynch,ADE,FWD,77,76,RICHO
2017,10,I Dream of Viney,M.Priddis,WCE,MID,98,81,RICHO
2017,10,I Dream of Viney,J.McGovern,WCE,DEF,89,126,RICHO
2017,10,I Dream of Viney,R.Henderson,HAW,BEN,78,86,RICHO
2017,10,I Dream of Viney,T.Liberatore,WBD,BEN,69,0,RICHO
2017,10,I Dream of Viney,L.Picken,WBD,BEN,62,75,RICHO
2017,10,I Dream of Viney,C.Wingard,PTA,BEN,91,0,RICHO
2017,11,I Dream of Viney,R.Henderson,HAW,DEF,75,78,RICHO
2017,11,I Dream of Viney,S.Pendlebury,COL,MID,105,108,RICHO
2017,11,I Dream of Viney,J.Viney,MEL,MID,106,0,RICHO
2017,11,I Dream of Viney,S.Martin,BRL,RUC,97,0,RICHO
2017,11,I Dream of Viney,E.Curnow,CAR,MID,102,0,RICHO
2017,11,I Dream of Viney,I.Heeney,SYD,FWD,101,0,RICHO
2017,11,I Dream of Viney,T.Hawkins,GEE,FWD,81,74,RICHO
2017,11,I Dream of Viney,S.Motlop,GEE,FWD,72,87,RICHO
2017,11,I Dream of Viney,C.Ward,GWS,MID,91,79,RICHO
2017,11,I Dream of Viney,H.Shaw,GWS,DEF,88,99,RICHO
2017,11,I Dream of Viney,R.Gray,PTA,MID,77,44,RICHO
2017,11,I Dream of Viney,H.Hartlett,PTA,DEF,81,116,RICHO
2017,11,I Dream of Viney,D.Martin,RIC,MID,117,165,RICHO
2017,11,I Dream of Viney,D.Roberton,STK,DEF,114,0,RICHO
2017,11,I Dream of Viney,T.Lynch,ADE,FWD,74,105,RICHO
2017,11,I Dream of Viney,R.Douglas,ADE,FWD,76,71,RICHO
2017,11,I Dream of Viney,M.Priddis,WCE,MID,90,80,RICHO
2017,11,I Dream of Viney,J.McGovern,WCE,DEF,81,82,RICHO
2017,11,I Dream of Viney,T.Liberatore,WBD,BEN,69,0,RICHO
2017,11,I Dream of Viney,L.Picken,WBD,BEN,62,0,RICHO
2017,11,I Dream of Viney,T.McDonald,MEL,BEN,82,0,RICHO
2017,11,I Dream of Viney,C.Wingard,PTA,BEN,91,0,RICHO
2017,12,I Dream of Viney,R.Henderson,HAW,DEF,78,91,RICHO
2017,12,I Dream of Viney,L.Picken,WBD,MID,61,55,RICHO
2017,12,I Dream of Viney,S.Pendlebury,COL,MID,106,96,RICHO
2017,12,I Dream of Viney,B.Vince,MEL,MID,75,60,RICHO
2017,12,I Dream of Viney,J.Watts,MEL,FWD,72,83,RICHO
2017,12,I Dream of Viney,T.McDonald,MEL,DEF,73,67,RICHO
2017,12,I Dream of Viney,J.Viney,MEL,MID,105,83,RICHO
2017,12,I Dream of Viney,S.Martin,BRL,RUC,107,112,RICHO
2017,12,I Dream of Viney,E.Curnow,CAR,MID,95,72,RICHO
2017,12,I Dream of Viney,I.Heeney,SYD,FWD,106,131,RICHO
2017,12,I Dream of Viney,C.Ward,GWS,MID,93,112,RICHO
2017,12,I Dream of Viney,H.Shaw,GWS,DEF,88,95,RICHO
2017,12,I Dream of Viney,R.Gray,PTA,MID,71,85,RICHO
2017,12,I Dream of Viney,H.Hartlett,PTA,DEF,71,49,RICHO
2017,12,I Dream of Viney,C.Wingard,PTA,FWD,95,74,RICHO
2017,12,I Dream of Viney,D.Roberton,STK,DEF,100,83,RICHO
2017,12,I Dream of Viney,T.Lynch,ADE,FWD,87,116,RICHO
2017,12,I Dream of Viney,R.Douglas,ADE,FWD,77,90,RICHO
2017,12,I Dream of Viney,S.Motlop,GEE,BEN,72,0,RICHO
2017,12,I Dream of Viney,D.Martin,RIC,BEN,117,0,RICHO
2017,12,I Dream of Viney,J.McGovern,WCE,BEN,81,0,RICHO
2017,12,I Dream of Viney,M.Priddis,WCE,BEN,90,0,RICHO
2017,13,I Dream of Viney,T.Liberatore,WBD,MID,70,95,RICHO
2017,13,I Dream of Viney,T.McDonald,MEL,DEF,77,103,RICHO
2017,13,I Dream of Viney,J.Viney,MEL,MID,96,79,RICHO
2017,13,I Dream of Viney,J.Watts,MEL,FWD,80,103,RICHO
2017,13,I Dream of Viney,S.Martin,BRL,RUC,102,72,RICHO
2017,13,I Dream of Viney,J.Waite,NTH,FWD,94,37,RICHO
2017,13,I Dream of Viney,L.McDonald,NTH,DEF,82,93,RICHO
2017,13,I Dream of Viney,E.Curnow,CAR,MID,94,86,RICHO
2017,13,I Dream of Viney,I.Heeney,SYD,FWD,104,106,RICHO
2017,13,I Dream of Viney,S.Motlop,GEE,FWD,72,72,RICHO
2017,13,I Dream of Viney,C.Wingard,PTA,FWD,97,113,RICHO
2017,13,I Dream of Viney,R.Gray,PTA,MID,92,129,RICHO
2017,13,I Dream of Viney,H.Hartlett,PTA,DEF,67,57,RICHO
2017,13,I Dream of Viney,D.Swallow,GCS,MID,80,87,RICHO
2017,13,I Dream of Viney,D.Martin,RIC,MID,120,106,RICHO
2017,13,I Dream of Viney,D.Roberton,STK,DEF,105,119,RICHO
2017,13,I Dream of Viney,M.Priddis,WCE,MID,89,96,RICHO
2017,13,I Dream of Viney,J.McGovern,WCE,DEF,85,71,RICHO
2017,13,I Dream of Viney,S.Pendlebury,COL,BEN,106,0,RICHO
2017,13,I Dream of Viney,H.Shaw,GWS,BEN,88,0,RICHO
2017,13,I Dream of Viney,C.Ward,GWS,BEN,93,0,RICHO
2017,13,I Dream of Viney,T.Lynch,ADE,BEN,87,0,RICHO
2017,14,I Dream of Viney,T.Liberatore,WBD,MID,63,40,RICHO
2017,14,I Dream of Viney,S.Pendlebury,COL,MID,112,109,RICHO
2017,14,I Dream of Viney,T.McDonald,MEL,DEF,85,139,RICHO
2017,14,I Dream of Viney,J.Viney,MEL,MID,95,127,RICHO
2017,14,I Dream of Viney,S.Martin,BRL,RUC,103,128,RICHO
2017,14,I Dream of Viney,L.McDonald,NTH,DEF,81,58,RICHO
2017,14,I Dream of Viney,I.Heeney,SYD,FWD,99,104,RICHO
2017,14,I Dream of Viney,T.Hawkins,GEE,FWD,83,80,RICHO
2017,14,I Dream of Viney,S.Motlop,GEE,FWD,68,72,RICHO
2017,14,I Dream of Viney,H.Shaw,GWS,DEF,84,60,RICHO
2017,14,I Dream of Viney,C.Ward,GWS,MID,100,116,RICHO
2017,14,I Dream of Viney,C.Wingard,PTA,FWD,85,64,RICHO
2017,14,I Dream of Viney,R.Gray,PTA,MID,106,146,RICHO
2017,14,I Dream of Viney,D.Martin,RIC,MID,123,121,RICHO
2017,14,I Dream of Viney,D.Roberton,STK,DEF,104,81,RICHO
2017,14,I Dream of Viney,T.Lynch,ADE,FWD,93,77,RICHO
2017,14,I Dream of Viney,M.Priddis,WCE,MID,82,68,RICHO
2017,14,I Dream of Viney,J.McGovern,WCE,DEF,92,119,RICHO
2017,14,I Dream of Viney,J.Watts,MEL,BEN,80,0,RICHO
2017,14,I Dream of Viney,E.Curnow,CAR,BEN,92,58,RICHO
2017,14,I Dream of Viney,H.Hartlett,PTA,BEN,73,80,RICHO
2017,14,I Dream of Viney,A.Sandilands,FRE,BEN,90,0,RICHO
2017,15,I Dream of Viney,L.Hunter,WBD,MID,80,100,RICHO
2017,15,I Dream of Viney,S.Pendlebury,COL,MID,100,78,RICHO
2017,15,I Dream of Viney,J.De Goey,COL,FWD,82,115,RICHO
2017,15,I Dream of Viney,T.McDonald,MEL,DEF,86,117,RICHO
2017,15,I Dream of Viney,J.Viney,MEL,MID,89,60,RICHO
2017,15,I Dream of Viney,D.Tyson,MEL,MID,92,82,RICHO
2017,15,I Dream of Viney,S.Martin,BRL,RUC,100,95,RICHO
2017,15,I Dream of Viney,L.McDonald,NTH,DEF,85,97,RICHO
2017,15,I Dream of Viney,I.Heeney,SYD,FWD,103,89,RICHO
2017,15,I Dream of Viney,T.Hawkins,GEE,FWD,75,59,RICHO
2017,15,I Dream of Viney,S.Motlop,GEE,FWD,67,53,RICHO
2017,15,I Dream of Viney,C.Ward,GWS,MID,115,132,RICHO
2017,15,I Dream of Viney,H.Shaw,GWS,DEF,87,85,RICHO
2017,15,I Dream of Viney,R.Gray,PTA,MID,94,45,RICHO
2017,15,I Dream of Viney,C.Wingard,PTA,FWD,86,109,RICHO
2017,15,I Dream of Viney,D.Martin,RIC,MID,119,121,RICHO
2017,15,I Dream of Viney,D.Roberton,STK,DEF,92,60,RICHO
2017,15,I Dream of Viney,J.McGovern,WCE,DEF,106,115,RICHO
2017,15,I Dream of Viney,H.Hartlett,PTA,BEN,78,65,RICHO
2017,15,I Dream of Viney,A.Sandilands,FRE,BEN,75,12,RICHO
2017,15,I Dream of Viney,T.Lynch,ADE,BEN,93,0,RICHO
2017,15,I Dream of Viney,M.Priddis,WCE,BEN,82,0,RICHO
2017,16,I Dream of Viney,L.Hunter,WBD,MID,82,79,RICHO
2017,16,I Dream of Viney,S.Pendlebury,COL,MID,93,93,RICHO
2017,16,I Dream of Viney,J.De Goey,COL,FWD,80,57,RICHO
2017,16,I Dream of Viney,T.McDonald,MEL,DEF,95,100,RICHO
2017,16,I Dream of Viney,S.Martin,BRL,RUC,99,57,RICHO
2017,16,I Dream of Viney,L.McDonald,NTH,DEF,79,82,RICHO
2017,16,I Dream of Viney,I.Heeney,SYD,FWD,104,94,RICHO
2017,16,I Dream of Viney,S.Motlop,GEE,FWD,68,89,RICHO
2017,16,I Dream of Viney,T.Hawkins,GEE,FWD,82,105,RICHO
2017,16,I Dream of Viney,H.Shaw,GWS,DEF,90,92,RICHO
2017,16,I Dream of Viney,C.Ward,GWS,MID,121,136,RICHO
2017,16,I Dream of Viney,T.Boak,PTA,MID,74,100,RICHO
2017,16,I Dream of Viney,R.Gray,PTA,MID,107,110,RICHO
2017,16,I Dream of Viney,C.Wingard,PTA,FWD,91,97,RICHO
2017,16,I Dream of Viney,D.Martin,RIC,MID,110,74,RICHO
2017,16,I Dream of Viney,D.Roberton,STK,DEF,90,79,RICHO
2017,16,I Dream of Viney,M.Priddis,WCE,MID,82,73,RICHO
2017,16,I Dream of Viney,J.McGovern,WCE,DEF,97,85,RICHO
2017,16,I Dream of Viney,T.Liberatore,WBD,BEN,63,69,RICHO
2017,16,I Dream of Viney,J.Viney,MEL,BEN,89,0,RICHO
2017,16,I Dream of Viney,J.Martin,GCS,BEN,81,96,RICHO
2017,16,I Dream of Viney,T.Lynch,ADE,BEN,93,0,RICHO
2017,17,I Dream of Viney,L.Hunter,WBD,MID,80,68,RICHO
2017,17,I Dream of Viney,S.Pendlebury,COL,MID,88,83,RICHO
2017,17,I Dream of Viney,T.McDonald,MEL,DEF,92,48,RICHO
2017,17,I Dream of Viney,S.Martin,BRL,RUC,94,86,RICHO
2017,17,I Dream of Viney,L.McDonald,NTH,DEF,83,89,RICHO
2017,17,I Dream of Viney,I.Heeney,SYD,FWD,98,100,RICHO
2017,17,I Dream of Viney,S.Motlop,GEE,FWD,60,48,RICHO
2017,17,I Dream of Viney,H.Shaw,GWS,DEF,89,95,RICHO
2017,17,I Dream of Viney,C.Ward,GWS,MID,125,97,RICHO
2017,17,I Dream of Viney,C.Wingard,PTA,FWD,106,157,RICHO
2017,17,I Dream of Viney,T.Boak,PTA,MID,75,83,RICHO
2017,17,I Dream of Viney,R.Gray,PTA,MID,107,81,RICHO
2017,17,I Dream of Viney,J.Martin,GCS,FWD,83,82,RICHO
2017,17,I Dream of Viney,D.Martin,RIC,MID,99,111,RICHO
2017,17,I Dream of Viney,D.Roberton,STK,DEF,94,101,RICHO
2017,17,I Dream of Viney,J.Sinclair,STK,FWD,80,73,RICHO
2017,17,I Dream of Viney,M.Priddis,WCE,MID,85,99,RICHO
2017,17,I Dream of Viney,J.McGovern,WCE,DEF,100,93,RICHO
2017,17,I Dream of Viney,T.Liberatore,WBD,BEN,65,94,RICHO
2017,17,I Dream of Viney,J.Viney,MEL,BEN,89,0,RICHO
2017,17,I Dream of Viney,T.Hawkins,GEE,BEN,75,36,RICHO
2017,17,I Dream of Viney,T.Lynch,ADE,BEN,95,107,RICHO
2017,18,I Dream of Viney,L.Hunter,WBD,MID,87,116,RICHO
2017,18,I Dream of Viney,T.Liberatore,WBD,MID,69,55,RICHO
2017,18,I Dream of Viney,T.McDonald,MEL,DEF,88,79,RICHO
2017,18,I Dream of Viney,S.Martin,BRL,RUC,100,104,RICHO
2017,18,I Dream of Viney,L.McDonald,NTH,DEF,80,79,RICHO
2017,18,I Dream of Viney,I.Heeney,SYD,FWD,94,85,RICHO
2017,18,I Dream of Viney,H.Shaw,GWS,DEF,87,82,RICHO
2017,18,I Dream of Viney,C.Ward,GWS,MID,126,119,RICHO
2017,18,I Dream of Viney,C.Wingard,PTA,FWD,96,59,RICHO
2017,18,I Dream of Viney,T.Boak,PTA,MID,87,114,RICHO
2017,18,I Dream of Viney,R.Gray,PTA,MID,98,90,RICHO
2017,18,I Dream of Viney,J.Martin,GCS,FWD,88,106,RICHO
2017,18,I Dream of Viney,D.Martin,RIC,MID,108,150,RICHO
2017,18,I Dream of Viney,D.Roberton,STK,DEF,88,91,RICHO
2017,18,I Dream of Viney,J.Sinclair,STK,FWD,70,47,RICHO
2017,18,I Dream of Viney,T.Lynch,ADE,FWD,93,68,RICHO
2017,18,I Dream of Viney,M.Priddis,WCE,MID,88,91,RICHO
2017,18,I Dream of Viney,J.McGovern,WCE,DEF,107,104,RICHO
2017,18,I Dream of Viney,S.Pendlebury,COL,BEN,88,0,RICHO
2017,18,I Dream of Viney,J.De Goey,COL,BEN,92,130,RICHO
2017,18,I Dream of Viney,J.Viney,MEL,BEN,84,80,RICHO
2017,18,I Dream of Viney,S.Motlop,GEE,BEN,54,36,RICHO
2017,19,I Dream of Viney,L.Hunter,WBD,MID,83,88,RICHO
2017,19,I Dream of Viney,J.De Goey,COL,FWD,88,52,RICHO
2017,19,I Dream of Viney,J.Crisp,COL,MID,84,74,RICHO
2017,19,I Dream of Viney,T.McDonald,MEL,DEF,78,87,RICHO
2017,19,I Dream of Viney,J.Viney,MEL,MID,83,79,RICHO
2017,19,I Dream of Viney,S.Martin,BRL,RUC,94,96,RICHO
2017,19,I Dream of Viney,L.McDonald,NTH,DEF,90,109,RICHO
2017,19,I Dream of Viney,I.Heeney,SYD,FWD,89,80,RICHO
2017,19,I Dream of Viney,H.Shaw,GWS,DEF,86,55,RICHO
2017,19,I Dream of Viney,C.Ward,GWS,MID,120,85,RICHO
2017,19,I Dream of Viney,R.Gray,PTA,MID,91,112,RICHO
2017,19,I Dream of Viney,T.Boak,PTA,MID,83,49,RICHO
2017,19,I Dream of Viney,J.Martin,GCS,FWD,88,98,RICHO
2017,19,I Dream of Viney,D.Martin,RIC,MID,112,142,RICHO
2017,19,I Dream of Viney,D.Roberton,STK,DEF,88,82,RICHO
2017,19,I Dream of Viney,T.Lynch,ADE,FWD,87,73,RICHO
2017,19,I Dream of Viney,R.Douglas,ADE,FWD,84,102,RICHO
2017,19,I Dream of Viney,J.McGovern,WCE,DEF,100,85,RICHO
2017,19,I Dream of Viney,S.Pendlebury,COL,BEN,88,0,RICHO
2017,19,I Dream of Viney,J.Waite,NTH,BEN,95,37,RICHO
2017,19,I Dream of Viney,C.Wingard,PTA,BEN,96,0,RICHO
2017,19,I Dream of Viney,M.Priddis,WCE,BEN,88,0,RICHO
2017,20,I Dream of Viney,L.Hunter,WBD,MID,85,114,RICHO
2017,20,I Dream of Viney,J.De Goey,COL,FWD,87,110,RICHO
2017,20,I Dream of Viney,T.McDonald,MEL,DEF,73,89,RICHO
2017,20,I Dream of Viney,J.Lewis,MEL,MID,100,112,RICHO
2017,20,I Dream of Viney,J.Viney,MEL,MID,79,59,RICHO
2017,20,I Dream of Viney,S.Martin,BRL,RUC,91,88,RICHO
2017,20,I Dream of Viney,L.McDonald,NTH,DEF,92,80,RICHO
2017,20,I Dream of Viney,I.Heeney,SYD,FWD,88,85,RICHO
2017,20,I Dream of Viney,H.Shaw,GWS,DEF,84,79,RICHO
2017,20,I Dream of Viney,C.Ward,GWS,MID,113,101,RICHO
2017,20,I Dream of Viney,R.Gray,PTA,MID,103,101,RICHO
2017,20,I Dream of Viney,T.Boak,PTA,MID,83,86,RICHO
2017,20,I Dream of Viney,J.Martin,GCS,FWD,80,74,RICHO
2017,20,I Dream of Viney,D.Martin,RIC,MID,111,119,RICHO
2017,20,I Dream of Viney,D.Roberton,STK,DEF,93,85,RICHO
2017,20,I Dream of Viney,R.Douglas,ADE,FWD,85,78,RICHO
2017,20,I Dream of Viney,T.Lynch,ADE,FWD,84,101,RICHO
2017,20,I Dream of Viney,J.McGovern,WCE,DEF,97,102,RICHO
2017,20,I Dream of Viney,S.Pendlebury,COL,BEN,88,0,RICHO
2017,20,I Dream of Viney,J.Crisp,COL,BEN,86,101,RICHO
2017,20,I Dream of Viney,C.Wingard,PTA,BEN,96,0,RICHO
2017,20,I Dream of Viney,M.Priddis,WCE,BEN,88,0,RICHO
2017,21,I Dream of Viney,L.Hunter,WBD,MID,85,80,RICHO
2017,21,I Dream of Viney,J.De Goey,COL,FWD,85,46,RICHO
2017,21,I Dream of Viney,T.McDonald,MEL,DEF,71,90,RICHO
2017,21,I Dream of Viney,J.Lewis,MEL,MID,106,107,RICHO
2017,21,I Dream of Viney,J.Viney,MEL,MID,69,76,RICHO
2017,21,I Dream of Viney,S.Martin,BRL,RUC,106,129,RICHO
2017,21,I Dream of Viney,L.McDonald,NTH,DEF,97,102,RICHO
2017,21,I Dream of Viney,I.Heeney,SYD,FWD,95,130,RICHO
2017,21,I Dream of Viney,H.Shaw,GWS,DEF,81,75,RICHO
2017,21,I Dream of Viney,C.Ward,GWS,MID,101,79,RICHO
2017,21,I Dream of Viney,C.Wingard,PTA,FWD,103,97,RICHO
2017,21,I Dream of Viney,R.Gray,PTA,MID,99,90,RICHO
2017,21,I Dream of Viney,J.Martin,GCS,FWD,85,127,RICHO
2017,21,I Dream of Viney,D.Martin,RIC,MID,118,108,RICHO
2017,21,I Dream of Viney,D.Roberton,STK,DEF,98,100,RICHO
2017,21,I Dream of Viney,T.Lynch,ADE,FWD,89,99,RICHO
2017,21,I Dream of Viney,M.Priddis,WCE,MID,84,80,RICHO
2017,21,I Dream of Viney,J.McGovern,WCE,DEF,99,95,RICHO
2017,21,I Dream of Viney,S.Pendlebury,COL,BEN,88,0,RICHO
2017,21,I Dream of Viney,J.Crisp,COL,BEN,86,88,RICHO
2017,21,I Dream of Viney,T.Boak,PTA,BEN,81,90,RICHO
2017,21,I Dream of Viney,R.Douglas,ADE,BEN,99,116,RICHO
2017,1,Free Tibont,S.Burgoyne,HAW,DEF,94,59,MELONS
2017,1,Free Tibont,J.Gunston,HAW,FWD,81,68,MELONS
2017,1,Free Tibont,G.Birchall,HAW,DEF,79,69,MELONS
2017,1,Free Tibont,M.Boyd,WBD,DEF,93,87,MELONS
2017,1,Free Tibont,C.Daniel,WBD,FWD,83,62,MELONS
2017,1,Free Tibont,M.Bontempelli,WBD,MID,99,120,MELONS
2017,1,Free Tibont,N.Jones,MEL,MID,110,132,MELONS
2017,1,Free Tibont,P.Cripps,CAR,MID,102,50,MELONS
2017,1,Free Tibont,C.Mills,SYD,DEF,77,78,MELONS
2017,1,Free Tibont,L.Parker,SYD,MID,105,105,MELONS
2017,1,Free Tibont,B.Goddard,ESS,MID,93,123,MELONS
2017,1,Free Tibont,J.Riewoldt,RIC,FWD,88,82,MELONS
2017,1,Free Tibont,S.Jacobs,ADE,RUC,71,59,MELONS
2017,1,Free Tibont,M.Crouch,ADE,MID,112,113,MELONS
2017,1,Free Tibont,R.Laird,ADE,DEF,110,147,MELONS
2017,1,Free Tibont,R.Douglas,ADE,FWD,76,94,MELONS
2017,1,Free Tibont,S.Mitchell,WCE,MID,104,118,MELONS
2017,1,Free Tibont,J.J.Kennedy,WCE,FWD,103,174,MELONS
2017,1,Free Tibont,J.Hunt,MEL,BEN,53,78,MELONS
2017,1,Free Tibont,S.Coniglio,GWS,BEN,87,0,MELONS
2017,1,Free Tibont,D.Swallow,GCS,BEN,61,0,MELONS
2017,1,Free Tibont,M.Weller,STK,BEN,80,54,MELONS
2017,2,Free Tibont,S.Burgoyne,HAW,DEF,89,72,MELONS
2017,2,Free Tibont,J.Gunston,HAW,FWD,89,131,MELONS
2017,2,Free Tibont,G.Birchall,HAW,DEF,78,82,MELONS
2017,2,Free Tibont,M.Boyd,WBD,DEF,85,56,MELONS
2017,2,Free Tibont,C.Daniel,WBD,FWD,79,61,MELONS
2017,2,Free Tibont,M.Bontempelli,WBD,MID,104,140,MELONS
2017,2,Free Tibont,N.Jones,MEL,MID,111,100,MELONS
2017,2,Free Tibont,P.Cripps,CAR,MID,102,109,MELONS
2017,2,Free Tibont,C.Mills,SYD,DEF,72,54,MELONS
2017,2,Free Tibont,L.Parker,SYD,MID,99,79,MELONS
2017,2,Free Tibont,B.Goddard,ESS,MID,92,94,MELONS
2017,2,Free Tibont,J.Riewoldt,RIC,FWD,86,73,MELONS
2017,2,Free Tibont,S.Jacobs,ADE,RUC,75,108,MELONS
2017,2,Free Tibont,M.Crouch,ADE,MID,108,76,MELONS
2017,2,Free Tibont,R.Laird,ADE,DEF,105,76,MELONS
2017,2,Free Tibont,R.Douglas,ADE,FWD,70,48,MELONS
2017,2,Free Tibont,S.Mitchell,WCE,MID,105,111,MELONS
2017,2,Free Tibont,J.J.Kennedy,WCE,FWD,100,82,MELONS
2017,2,Free Tibont,J.Hunt,MEL,BEN,54,64,MELONS
2017,2,Free Tibont,S.Coniglio,GWS,BEN,84,0,MELONS
2017,2,Free Tibont,B.Ebert,PTA,BEN,86,121,MELONS
2017,2,Free Tibont,D.Swallow,GCS,BEN,73,88,MELONS
2017,3,Free Tibont,S.Burgoyne,HAW,DEF,88,89,MELONS
2017,3,Free Tibont,J.Gunston,HAW,FWD,83,60,MELONS
2017,3,Free Tibont,C.Rioli,HAW,FWD,71,65,MELONS
2017,3,Free Tibont,M.Bontempelli,WBD,MID,109,133,MELONS
2017,3,Free Tibont,M.Boyd,WBD,DEF,81,86,MELONS
2017,3,Free Tibont,N.Jones,MEL,MID,116,123,MELONS
2017,3,Free Tibont,P.Cripps,CAR,MID,101,100,MELONS
2017,3,Free Tibont,C.Mills,SYD,DEF,74,83,MELONS
2017,3,Free Tibont,L.Parker,SYD,MID,95,93,MELONS
2017,3,Free Tibont,A.Mackie,GEE,DEF,83,71,MELONS
2017,3,Free Tibont,B.Goddard,ESS,MID,99,133,MELONS
2017,3,Free Tibont,J.Riewoldt,RIC,FWD,83,72,MELONS
2017,3,Free Tibont,S.Jacobs,ADE,RUC,77,95,MELONS
2017,3,Free Tibont,M.Crouch,ADE,MID,107,88,MELONS
2017,3,Free Tibont,R.Laird,ADE,DEF,103,86,MELONS
2017,3,Free Tibont,T.Walker,ADE,FWD,79,111,MELONS
2017,3,Free Tibont,S.Mitchell,WCE,MID,97,65,MELONS
2017,3,Free Tibont,J.J.Kennedy,WCE,FWD,94,66,MELONS
2017,3,Free Tibont,J.Hunt,MEL,BEN,63,114,MELONS
2017,3,Free Tibont,S.Coniglio,GWS,BEN,85,0,MELONS
2017,3,Free Tibont,B.Ebert,PTA,BEN,90,107,MELONS
2017,3,Free Tibont,D.Swallow,GCS,BEN,86,117,MELONS
2017,4,Free Tibont,S.Burgoyne,HAW,DEF,83,70,MELONS
2017,4,Free Tibont,J.Gunston,HAW,FWD,80,80,MELONS
2017,4,Free Tibont,C.Rioli,HAW,FWD,66,64,MELONS
2017,4,Free Tibont,M.Bontempelli,WBD,MID,110,115,MELONS
2017,4,Free Tibont,M.Boyd,WBD,DEF,74,62,MELONS
2017,4,Free Tibont,J.Hunt,MEL,DEF,67,85,MELONS
2017,4,Free Tibont,N.Jones,MEL,MID,110,67,MELONS
2017,4,Free Tibont,P.Cripps,CAR,MID,94,77,MELONS
2017,4,Free Tibont,C.Mills,SYD,DEF,69,56,MELONS
2017,4,Free Tibont,L.Parker,SYD,MID,91,92,MELONS
2017,4,Free Tibont,B.Goddard,ESS,MID,102,117,MELONS
2017,4,Free Tibont,J.Riewoldt,RIC,FWD,90,122,MELONS
2017,4,Free Tibont,S.Jacobs,ADE,RUC,81,110,MELONS
2017,4,Free Tibont,M.Crouch,ADE,MID,103,78,MELONS
2017,4,Free Tibont,R.Laird,ADE,DEF,106,112,MELONS
2017,4,Free Tibont,T.Walker,ADE,FWD,90,142,MELONS
2017,4,Free Tibont,S.Mitchell,WCE,MID,92,77,MELONS
2017,4,Free Tibont,J.J.Kennedy,WCE,FWD,97,110,MELONS
2017,4,Free Tibont,A.Mackie,GEE,BEN,84,77,MELONS
2017,4,Free Tibont,S.Coniglio,GWS,BEN,83,0,MELONS
2017,4,Free Tibont,B.Ebert,PTA,BEN,93,95,MELONS
2017,4,Free Tibont,D.Swallow,GCS,BEN,76,46,MELONS
2017,5,Free Tibont,S.Burgoyne,HAW,DEF,85,103,MELONS
2017,5,Free Tibont,J.Gunston,HAW,FWD,81,99,MELONS
2017,5,Free Tibont,M.Bontempelli,WBD,MID,107,88,MELONS
2017,5,Free Tibont,M.Boyd,WBD,DEF,67,69,MELONS
2017,5,Free Tibont,J.Hunt,MEL,DEF,74,99,MELONS
2017,5,Free Tibont,N.Jones,MEL,MID,109,91,MELONS
2017,5,Free Tibont,P.Cripps,CAR,MID,94,109,MELONS
2017,5,Free Tibont,L.Parker,SYD,MID,86,83,MELONS
2017,5,Free Tibont,A.Mackie,GEE,DEF,87,83,MELONS
2017,5,Free Tibont,J.Hopper,GWS,FWD,75,66,MELONS
2017,5,Free Tibont,B.Ebert,PTA,MID,100,122,MELONS
2017,5,Free Tibont,B.Goddard,ESS,MID,101,89,MELONS
2017,5,Free Tibont,J.Riewoldt,RIC,FWD,97,120,MELONS
2017,5,Free Tibont,M.Crouch,ADE,MID,111,124,MELONS
2017,5,Free Tibont,S.Jacobs,ADE,RUC,76,61,MELONS
2017,5,Free Tibont,R.Laird,ADE,DEF,111,121,MELONS
2017,5,Free Tibont,T.Walker,ADE,FWD,92,92,MELONS
