SEASON,ROUND,SC TEAM,PLAYER,TEAM,POS,PROJ,PTS,SC COACH
2019,7,Barbeques Treloar,S.Mumford,GWS,RUC,86,89,CHIEF
2019,7,Barbeques Treloar,N.Fyfe,FRE,MID,119,124,CHIEF
2019,7,Barbeques Treloar,N.Vlastuin,RIC,DEF,98,77,CHIEF
2019,7,Barbeques Treloar,H.Andrews,BRL,BEN,87,0,CHIEF
2019,7,Barbeques Treloar,L.Weller,GCS,BEN,82,0,CHIEF
2019,7,Barbeques Treloar,J.Selwood,GEE,BEN,97,0,CHIEF
2019,7,Barbeques Treloar,J.Gunston,HAW,BEN,69,99,CHIEF
2019,8,TryingAnewStratton,J.Harmes,MEL,MID,0,119,PMAC
2019,8,TryingAnewStratton,S.Hurn,WCE,DEF,111,107,PMAC
2019,8,TryingAnewStratton,J.De Goey,COL,FWD,0,114,PMAC
2019,8,TryingAnewStratton,J.Crisp,COL,DEF,0,88,PMAC
2019,8,TryingAnewStratton,H.Greenwood,ADE,MID,0,96,PMAC
2019,8,TryingAnewStratton,J.Dunkley,WBD,FWD,0,136,PMAC
2019,8,TryingAnewStratton,C.Hooker,ESS,DEF,0,84,PMAC
2019,8,TryingAnewStratton,D.Heppell,ESS,MID,0,115,PMAC
2019,8,TryingAnewStratton,M.Walters,FRE,FWD,0,95,PMAC
2019,8,TryingAnewStratton,J.Lloyd,SYD,DEF,0,83,PMAC
2019,8,TryingAnewStratton,L.Parker,SYD,MID,0,114,PMAC
2019,8,TryingAnewStratton,S.Powell-Pepper,PTA,MID,0,98,PMAC
2019,8,TryingAnewStratton,J.Witts,GCS,RUC,0,67,PMAC
2019,8,TryingAnewStratton,J.Sicily,HAW,DEF,0,105,PMAC
2019,8,TryingAnewStratton,M.Murphy,CAR,MID,0,82,PMAC
2019,8,TryingAnewStratton,Z.Fisher,CAR,FWD,0,55,PMAC
2019,8,TryingAnewStratton,J.Hopper,GWS,MID,0,82,PMAC
2019,8,TryingAnewStratton,T.Greene,GWS,FWD,0,47,PMAC
2019,8,TryingAnewStratton,T.Adams,COL,BEN,0,0,PMAC
2019,8,TryingAnewStratton,B.Parfitt,GEE,BEN,0,93,PMAC
2019,8,TryingAnewStratton,O.Wines,PTA,BEN,0,0,PMAC
2019,8,TryingAnewStratton,B.Fiorini,GCS,BEN,0,0,PMAC
2019,8,Salt&VinegarCripps,J.McGovern,WCE,DEF,0,71,MELONS
2019,8,Salt&VinegarCripps,D.Sheed,WCE,MID,0,89,MELONS
2019,8,Salt&VinegarCripps,T.Langdon,COL,DEF,0,39,MELONS
2019,8,Salt&VinegarCripps,A.Treloar,COL,MID,0,109,MELONS
2019,8,Salt&VinegarCripps,B.Acres,STK,FWD,0,86,MELONS
2019,8,Salt&VinegarCripps,J.Berry,BRL,MID,0,70,MELONS
2019,8,Salt&VinegarCripps,L.Neale,BRL,MID,109,114,MELONS
2019,8,Salt&VinegarCripps,L.Dahlhaus,GEE,FWD,0,84,MELONS
2019,8,Salt&VinegarCripps,G.Ablett,GEE,MID,0,86,MELONS
2019,8,Salt&VinegarCripps,C.Guthrie,GEE,DEF,0,87,MELONS
2019,8,Salt&VinegarCripps,J.Johannisen,WBD,DEF,0,93,MELONS
2019,8,Salt&VinegarCripps,T.McLean,WBD,FWD,0,33,MELONS
2019,8,Salt&VinegarCripps,R.Lobb,FRE,FWD,0,128,MELONS
2019,8,Salt&VinegarCripps,T.Goldstein,NTH,RUC,0,79,MELONS
2019,8,Salt&VinegarCripps,D.Houston,PTA,DEF,0,125,MELONS
2019,8,Salt&VinegarCripps,J.Westhoff,PTA,FWD,0,41,MELONS
2019,8,Salt&VinegarCripps,D.Martin,RIC,MID,92,99,MELONS
2019,8,Salt&VinegarCripps,S.Coniglio,GWS,MID,0,75,MELONS
2019,8,Salt&VinegarCripps,C.Blakely,FRE,BEN,0,0,MELONS
2019,8,Salt&VinegarCripps,L.Franklin,SYD,BEN,0,0,MELONS
2019,8,Salt&VinegarCripps,K.Simpson,CAR,BEN,0,0,MELONS
2019,8,Salt&VinegarCripps,S.Walsh,CAR,BEN,0,70,MELONS
2019,8,DEVQON.1,C.Salem,MEL,DEF,0,122,LESTER
2019,8,DEVQON.1,C.Oliver,MEL,MID,0,175,LESTER
2019,8,DEVQON.1,A.Gaff,WCE,MID,0,109,LESTER
2019,8,DEVQON.1,S.Sidebottom,COL,MID,0,100,LESTER
2019,8,DEVQON.1,R.Marshall,STK,FWD,0,92,LESTER
2019,8,DEVQON.1,S.Savage,STK,DEF,0,104,LESTER
2019,8,DEVQON.1,R.Sloane,ADE,MID,0,138,LESTER
2019,8,DEVQON.1,T.Lynch,ADE,FWD,0,111,LESTER
2019,8,DEVQON.1,S.Martin,BRL,RUC,0,66,LESTER
2019,8,DEVQON.1,T.Kelly,GEE,FWD,0,162,LESTER
2019,8,DEVQON.1,M.Hurley,ESS,DEF,0,105,LESTER
2019,8,DEVQON.1,D.Parish,ESS,FWD,0,70,LESTER
2019,8,DEVQON.1,J.Pittard,NTH,DEF,0,76,LESTER
2019,8,DEVQON.1,T.Rockliff,PTA,MID,0,122,LESTER
2019,8,DEVQON.1,T.Boak,PTA,FWD,107,79,LESTER
2019,8,DEVQON.1,J.Harbrow,GCS,DEF,0,49,LESTER
2019,8,DEVQON.1,L.Shiels,HAW,MID,0,100,LESTER
2019,8,DEVQON.1,T.Taranto,GWS,MID,94,104,LESTER
2019,8,DEVQON.1,W.Milera,ADE,BEN,0,0,LESTER
2019,8,DEVQON.1,Z.Tuohy,GEE,BEN,0,59,LESTER
2019,8,DEVQON.1,W.Drew,PTA,BEN,0,59,LESTER
2019,8,DEVQON.1,R.Henderson,HAW,BEN,0,120,LESTER
2019,8,Swimming n Titch,B.Sheppard,WCE,DEF,0,76,RICHO
2019,8,Swimming n Titch,L.Shuey,WCE,MID,0,113,RICHO
2019,8,Swimming n Titch,J.Redden,WCE,MID,0,83,RICHO
2019,8,Swimming n Titch,D.Moore,COL,FWD,0,66,RICHO
2019,8,Swimming n Titch,J.Gresham,STK,FWD,0,45,RICHO
2019,8,Swimming n Titch,A.Witherden,BRL,DEF,0,79,RICHO
2019,8,Swimming n Titch,C.Cameron,BRL,FWD,0,38,RICHO
2019,8,Swimming n Titch,D.Zorko,BRL,MID,0,114,RICHO
2019,8,Swimming n Titch,D.Rich,BRL,DEF,0,101,RICHO
2019,8,Swimming n Titch,R.Stanley,GEE,RUC,0,60,RICHO
2019,8,Swimming n Titch,P.Dangerfield,GEE,FWD,0,99,RICHO
2019,8,Swimming n Titch,M.Bontempelli,WBD,MID,0,99,RICHO
2019,8,Swimming n Titch,D.Zaharakis,ESS,MID,0,81,RICHO
2019,8,Swimming n Titch,D.Smith,ESS,FWD,0,71,RICHO
2019,8,Swimming n Titch,L.Ryan,FRE,DEF,109,85,RICHO
2019,8,Swimming n Titch,D.Prestia,RIC,MID,0,71,RICHO
2019,8,Swimming n Titch,D.Thomas,CAR,DEF,0,74,RICHO
2019,8,Swimming n Titch,J.Kelly,GWS,MID,0,154,RICHO
2019,8,Swimming n Titch,G.Rohan,GEE,BEN,0,52,RICHO
2019,8,Swimming n Titch,H.Crozier,WBD,BEN,0,67,RICHO
2019,8,Swimming n Titch,R.Gray,PTA,BEN,0,0,RICHO
2019,8,Swimming n Titch,T.Nankervis,RIC,BEN,0,32,RICHO
2019,8,Fire The Worpedo,M.Gawn,MEL,RUC,0,109,GARTER
2019,8,Fire The Worpedo,S.Pendlebury,COL,MID,101,85,GARTER
2019,8,Fire The Worpedo,B.Crouch,ADE,MID,0,99,GARTER
2019,8,Fire The Worpedo,M.Wallis,WBD,FWD,0,78,GARTER
2019,8,Fire The Worpedo,A.Saad,ESS,DEF,0,84,GARTER
2019,8,Fire The Worpedo,Z.Merrett,ESS,MID,0,129,GARTER
2019,8,Fire The Worpedo,B.Matera,FRE,FWD,0,64,GARTER
2019,8,Fire The Worpedo,C.Mills,SYD,DEF,0,96,GARTER
2019,8,Fire The Worpedo,G.Hewett,SYD,MID,0,78,GARTER
2019,8,Fire The Worpedo,D.Rampe,SYD,DEF,0,91,GARTER
2019,8,Fire The Worpedo,D.Swallow,GCS,MID,0,116,GARTER
2019,8,Fire The Worpedo,J.O'Meara,HAW,MID,96,93,GARTER
2019,8,Fire The Worpedo,J.Worpel,HAW,FWD,0,85,GARTER
2019,8,Fire The Worpedo,B.Ellis,RIC,DEF,0,112,GARTER
2019,8,Fire The Worpedo,L.Baker,RIC,FWD,0,72,GARTER
2019,8,Fire The Worpedo,A.Tomlinson,GWS,MID,0,71,GARTER
2019,8,Fire The Worpedo,J.Finlayson,GWS,DEF,0,92,GARTER
2019,8,Fire The Worpedo,J.Cameron,GWS,FWD,89,29,GARTER
2019,8,Fire The Worpedo,D.Beams,COL,BEN,0,0,GARTER
2019,8,Fire The Worpedo,L.Hodge,BRL,BEN,0,49,GARTER
2019,8,Fire The Worpedo,J.Short,RIC,BEN,0,0,GARTER
2019,8,Fire The Worpedo,L.Whitfield,GWS,BEN,0,0,GARTER
2019,8,Barbeques Treloar,J.Newnes,STK,FWD,0,55,CHIEF
2019,8,Barbeques Treloar,C.Ellis-Yolmen,ADE,MID,0,107,CHIEF
2019,8,Barbeques Treloar,H.Andrews,BRL,DEF,0,83,CHIEF
2019,8,Barbeques Treloar,M.Blicavs,GEE,DEF,0,74,CHIEF
2019,8,Barbeques Treloar,T.Hawkins,GEE,FWD,0,100,CHIEF
2019,8,Barbeques Treloar,J.Selwood,GEE,MID,0,0,CHIEF
2019,8,Barbeques Treloar,L.Hunter,WBD,MID,0,113,CHIEF
2019,8,Barbeques Treloar,T.Liberatore,WBD,MID,0,72,CHIEF
2019,8,Barbeques Treloar,T.Bellchambers,ESS,RUC,108,107,CHIEF
2019,8,Barbeques Treloar,N.Fyfe,FRE,MID,0,133,CHIEF
2019,8,Barbeques Treloar,B.Cunnington,NTH,MID,109,92,CHIEF
2019,8,Barbeques Treloar,J.Ziebell,NTH,FWD,0,68,CHIEF
2019,8,Barbeques Treloar,L.Weller,GCS,DEF,0,106,CHIEF
2019,8,Barbeques Treloar,B.Hardwick,HAW,DEF,0,85,CHIEF
2019,8,Barbeques Treloar,J.Gunston,HAW,FWD,0,93,CHIEF
2019,8,Barbeques Treloar,P.Cripps,CAR,MID,0,120,CHIEF
2019,8,Barbeques Treloar,S.Petrevski-Seton,CAR,FWD,0,61,CHIEF
2019,8,Barbeques Treloar,N.Haynes,GWS,DEF,0,54,CHIEF
2019,8,Barbeques Treloar,J.Anderson,NTH,BEN,0,60,CHIEF
2019,8,Barbeques Treloar,L.Breust,HAW,BEN,0,84,CHIEF
2019,8,Barbeques Treloar,N.Vlastuin,RIC,BEN,0,0,CHIEF
2019,8,Barbeques Treloar,S.Mumford,GWS,BEN,0,0,CHIEF
2019,8,Casting Crouch,M.Hore,MEL,DEF,0,89,JMERC
2019,8,Casting Crouch,J.Billings,STK,FWD,0,94,JMERC
2019,8,Casting Crouch,M.Crouch,ADE,MID,0,54,JMERC
2019,8,Casting Crouch,B.Smith,ADE,DEF,0,71,JMERC
2019,8,Casting Crouch,M.Robinson,BRL,FWD,0,119,JMERC
2019,8,Casting Crouch,H.McCluggage,BRL,MID,0,94,JMERC
2019,8,Casting Crouch,M.Suckling,WBD,DEF,0,100,JMERC
2019,8,Casting Crouch,J.Macrae,WBD,MID,0,135,JMERC
2019,8,Casting Crouch,E.Langdon,FRE,MID,0,50,JMERC
2019,8,Casting Crouch,S.Atley,NTH,FWD,0,87,JMERC
2019,8,Casting Crouch,S.Higgins,NTH,MID,0,114,JMERC
2019,8,Casting Crouch,T.Dumont,NTH,MID,0,89,JMERC
2019,8,Casting Crouch,Z.Jones,SYD,DEF,0,76,JMERC
2019,8,Casting Crouch,I.Heeney,SYD,FWD,0,64,JMERC
2019,8,Casting Crouch,T.Miller,GCS,MID,0,65,JMERC
2019,8,Casting Crouch,J.Martin,GCS,FWD,0,64,JMERC
2019,8,Casting Crouch,B.McEvoy,HAW,RUC,0,102,JMERC
2019,8,Casting Crouch,Z.Williams,GWS,DEF,0,82,JMERC
2019,8,Casting Crouch,J.Howe,COL,BEN,0,82,JMERC
2019,8,Casting Crouch,S.Menegola,GEE,BEN,0,0,JMERC
2019,8,Casting Crouch,S.Gray,PTA,BEN,0,69,JMERC
2019,8,Casting Crouch,N.Newman,CAR,BEN,0,0,JMERC
2019,8,Man of Steele,A.Brayshaw,MEL,MID,0,63,KAPPAZ
2019,8,Man of Steele,E.Yeo,WCE,MID,0,115,KAPPAZ
2019,8,Man of Steele,J.Stephenson,COL,FWD,0,87,KAPPAZ
2019,8,Man of Steele,B.Grundy,COL,RUC,0,141,KAPPAZ
2019,8,Man of Steele,J.Steele,STK,MID,0,78,KAPPAZ
2019,8,Man of Steele,S.Ross,STK,MID,0,106,KAPPAZ
2019,8,Man of Steele,R.Laird,ADE,DEF,0,100,KAPPAZ
2019,8,Man of Steele,T.Stewart,GEE,DEF,0,94,KAPPAZ
2019,8,Man of Steele,M.Duncan,GEE,MID,0,124,KAPPAZ
2019,8,Man of Steele,C.Daniel,WBD,FWD,96,79,KAPPAZ
2019,8,Man of Steele,D.Shiel,ESS,MID,0,82,KAPPAZ
2019,8,Man of Steele,D.Mundy,FRE,FWD,0,112,KAPPAZ
2019,8,Man of Steele,J.P.Kennedy,SYD,MID,0,116,KAPPAZ
2019,8,Man of Steele,T.Papley,SYD,FWD,0,52,KAPPAZ
2019,8,Man of Steele,R.Burton,PTA,DEF,0,6,KAPPAZ
2019,8,Man of Steele,B.Houli,RIC,DEF,0,106,KAPPAZ
2019,8,Man of Steele,K.Lambert,RIC,FWD,0,112,KAPPAZ
2019,8,Man of Steele,H.Shaw,GWS,DEF,0,144,KAPPAZ
2019,8,Man of Steele,T.Phillips,COL,BEN,0,81,KAPPAZ
2019,8,Man of Steele,J.Macmillan,NTH,BEN,0,90,KAPPAZ
2019,8,Man of Steele,B.Ebert,PTA,BEN,0,0,KAPPAZ
2019,8,Man of Steele,S.Lycett,PTA,BEN,0,104,KAPPAZ
2019,9,TryingAnewStratton,J.Crisp,COL,DEF,83,93,PMAC
2019,9,TryingAnewStratton,L.Parker,SYD,MID,109,145,PMAC
2019,9,TryingAnewStratton,J.Lloyd,SYD,DEF,115,141,PMAC
2019,9,TryingAnewStratton,J.Sicily,HAW,DEF,111,75,PMAC
2019,9,TryingAnewStratton,S.Powell-Pepper,PTA,MID,75,80,PMAC
2019,9,TryingAnewStratton,J.Dunkley,WBD,FWD,102,88,PMAC
2019,9,TryingAnewStratton,S.Hurn,WCE,DEF,128,161,PMAC
2019,9,TryingAnewStratton,C.Hooker,ESS,DEF,77,83,PMAC
2019,9,TryingAnewStratton,D.Heppell,ESS,MID,94,77,PMAC
2019,9,TryingAnewStratton,B.Parfitt,GEE,FWD,69,84,PMAC
2019,9,TryingAnewStratton,J.Witts,GCS,RUC,97,83,PMAC
2019,9,TryingAnewStratton,B.Fiorini,GCS,MID,93,129,PMAC
2019,9,TryingAnewStratton,J.Harmes,MEL,MID,92,116,PMAC
2019,9,TryingAnewStratton,J.Hopper,GWS,MID,82,93,PMAC
2019,9,TryingAnewStratton,T.Greene,GWS,FWD,52,106,PMAC
2019,9,TryingAnewStratton,M.Murphy,CAR,MID,79,18,PMAC
2019,9,TryingAnewStratton,Z.Fisher,CAR,FWD,86,59,PMAC
2019,9,TryingAnewStratton,M.Walters,FRE,FWD,99,86,PMAC
2019,9,TryingAnewStratton,T.Adams,COL,BEN,90,0,PMAC
2019,9,TryingAnewStratton,J.De Goey,COL,BEN,99,0,PMAC
2019,9,TryingAnewStratton,O.Wines,PTA,BEN,79,0,PMAC
2019,9,TryingAnewStratton,T.Cotchin,RIC,BEN,67,0,PMAC
2019,9,Swimming n Titch,C.Sinclair,SYD,RUC,53,74,RICHO
2019,9,Swimming n Titch,B.Brown,NTH,FWD,92,44,RICHO
2019,9,Swimming n Titch,M.Bontempelli,WBD,MID,124,96,RICHO
2019,9,Swimming n Titch,B.Sheppard,WCE,DEF,106,62,RICHO
2019,9,Swimming n Titch,J.Cripps,WCE,FWD,69,93,RICHO
2019,9,Swimming n Titch,L.Shuey,WCE,MID,107,119,RICHO
2019,9,Swimming n Titch,J.Redden,WCE,MID,81,68,RICHO
2019,9,Swimming n Titch,D.Zaharakis,ESS,MID,93,114,RICHO
2019,9,Swimming n Titch,P.Dangerfield,GEE,FWD,74,115,RICHO
2019,9,Swimming n Titch,S.Edwards,RIC,FWD,80,108,RICHO
2019,9,Swimming n Titch,D.Prestia,RIC,MID,85,93,RICHO
2019,9,Swimming n Titch,J.Kelly,GWS,MID,106,131,RICHO
2019,9,Swimming n Titch,D.Thomas,CAR,DEF,91,52,RICHO
2019,9,Swimming n Titch,J.Gresham,STK,FWD,57,78,RICHO
2019,9,Swimming n Titch,D.Zorko,BRL,MID,95,121,RICHO
2019,9,Swimming n Titch,A.Witherden,BRL,DEF,80,92,RICHO
2019,9,Swimming n Titch,D.Rich,BRL,DEF,89,92,RICHO
2019,9,Swimming n Titch,L.Ryan,FRE,DEF,92,80,RICHO
2019,9,Swimming n Titch,D.Moore,COL,BEN,62,0,RICHO
2019,9,Swimming n Titch,R.Gray,PTA,BEN,73,0,RICHO
2019,9,Swimming n Titch,H.Crozier,WBD,BEN,92,58,RICHO
2019,9,Swimming n Titch,R.Stanley,GEE,BEN,82,0,RICHO
2019,9,Salt&VinegarCripps,A.Treloar,COL,MID,117,113,MELONS
2019,9,Salt&VinegarCripps,D.Houston,PTA,DEF,79,82,MELONS
2019,9,Salt&VinegarCripps,J.Westhoff,PTA,FWD,66,62,MELONS
2019,9,Salt&VinegarCripps,T.Goldstein,NTH,RUC,107,109,MELONS
2019,9,Salt&VinegarCripps,J.Johannisen,WBD,DEF,92,84,MELONS
2019,9,Salt&VinegarCripps,T.McLean,WBD,FWD,74,78,MELONS
2019,9,Salt&VinegarCripps,J.McGovern,WCE,DEF,76,110,MELONS
2019,9,Salt&VinegarCripps,D.Sheed,WCE,MID,88,110,MELONS
2019,9,Salt&VinegarCripps,C.Guthrie,GEE,DEF,81,67,MELONS
2019,9,Salt&VinegarCripps,L.Dahlhaus,GEE,FWD,92,78,MELONS
2019,9,Salt&VinegarCripps,G.Ablett,GEE,MID,114,61,MELONS
2019,9,Salt&VinegarCripps,D.Martin,RIC,MID,99,128,MELONS
2019,9,Salt&VinegarCripps,S.Walsh,CAR,MID,95,80,MELONS
2019,9,Salt&VinegarCripps,B.Acres,STK,FWD,77,57,MELONS
2019,9,Salt&VinegarCripps,J.Berry,BRL,MID,103,77,MELONS
2019,9,Salt&VinegarCripps,L.Neale,BRL,MID,119,148,MELONS
2019,9,Salt&VinegarCripps,C.Blakely,FRE,DEF,73,88,MELONS
2019,9,Salt&VinegarCripps,R.Lobb,FRE,FWD,99,73,MELONS
2019,9,Salt&VinegarCripps,T.Langdon,COL,BEN,87,42,MELONS
2019,9,Salt&VinegarCripps,L.Franklin,SYD,BEN,76,0,MELONS
2019,9,Salt&VinegarCripps,S.Coniglio,GWS,BEN,105,0,MELONS
2019,9,Salt&VinegarCripps,K.Simpson,CAR,BEN,69,0,MELONS
2019,9,Barbeques Treloar,B.Hardwick,HAW,DEF,79,71,CHIEF
2019,9,Barbeques Treloar,J.Gunston,HAW,FWD,76,60,CHIEF
2019,9,Barbeques Treloar,J.Ziebell,NTH,FWD,79,140,CHIEF
2019,9,Barbeques Treloar,B.Cunnington,NTH,MID,115,127,CHIEF
2019,9,Barbeques Treloar,L.Hunter,WBD,MID,106,86,CHIEF
2019,9,Barbeques Treloar,T.Liberatore,WBD,MID,72,76,CHIEF
2019,9,Barbeques Treloar,C.Ellis-Yolmen,ADE,MID,90,65,CHIEF
2019,9,Barbeques Treloar,T.Hawkins,GEE,FWD,99,86,CHIEF
2019,9,Barbeques Treloar,J.Selwood,GEE,MID,90,94,CHIEF
2019,9,Barbeques Treloar,N.Vlastuin,RIC,DEF,101,103,CHIEF
2019,9,Barbeques Treloar,L.Weller,GCS,DEF,86,90,CHIEF
2019,9,Barbeques Treloar,S.Mumford,GWS,RUC,88,104,CHIEF
2019,9,Barbeques Treloar,N.Haynes,GWS,DEF,89,76,CHIEF
2019,9,Barbeques Treloar,P.Cripps,CAR,MID,140,66,CHIEF
2019,9,Barbeques Treloar,S.Petrevski-Seton,CAR,FWD,75,34,CHIEF
2019,9,Barbeques Treloar,J.Newnes,STK,FWD,101,50,CHIEF
2019,9,Barbeques Treloar,H.Andrews,BRL,DEF,80,78,CHIEF
2019,9,Barbeques Treloar,N.Fyfe,FRE,MID,92,101,CHIEF
2019,9,Barbeques Treloar,L.Breust,HAW,BEN,71,90,CHIEF
2019,9,Barbeques Treloar,J.Polec,NTH,BEN,77,109,CHIEF
2019,9,Barbeques Treloar,L.Brown,ADE,BEN,57,62,CHIEF
2019,9,Barbeques Treloar,T.Bellchambers,ESS,BEN,104,73,CHIEF
2019,9,DEVQON.1,S.Sidebottom,COL,MID,88,120,LESTER
2019,9,DEVQON.1,R.Henderson,HAW,MID,102,101,LESTER
2019,9,DEVQON.1,T.Rockliff,PTA,MID,104,103,LESTER
2019,9,DEVQON.1,T.Boak,PTA,FWD,99,106,LESTER
2019,9,DEVQON.1,J.Pittard,NTH,DEF,97,59,LESTER
2019,9,DEVQON.1,T.Lynch,ADE,FWD,74,100,LESTER
2019,9,DEVQON.1,R.Sloane,ADE,MID,102,124,LESTER
2019,9,DEVQON.1,A.Gaff,WCE,MID,122,110,LESTER
2019,9,DEVQON.1,M.Hurley,ESS,DEF,84,100,LESTER
2019,9,DEVQON.1,D.Parish,ESS,FWD,77,61,LESTER
2019,9,DEVQON.1,T.Kelly,GEE,FWD,119,87,LESTER
2019,9,DEVQON.1,J.Harbrow,GCS,DEF,78,85,LESTER
2019,9,DEVQON.1,C.Oliver,MEL,MID,114,115,LESTER
2019,9,DEVQON.1,C.Salem,MEL,DEF,98,59,LESTER
2019,9,DEVQON.1,T.Taranto,GWS,MID,96,144,LESTER
2019,9,DEVQON.1,S.Savage,STK,DEF,106,113,LESTER
2019,9,DEVQON.1,R.Marshall,STK,FWD,107,90,LESTER
2019,9,DEVQON.1,S.Martin,BRL,RUC,97,88,LESTER
2019,9,DEVQON.1,L.Shiels,HAW,BEN,88,73,LESTER
2019,9,DEVQON.1,W.Milera,ADE,BEN,88,0,LESTER
2019,9,DEVQON.1,Z.Tuohy,GEE,BEN,79,81,LESTER
2019,9,DEVQON.1,P.Hanley,GCS,BEN,97,0,LESTER
2019,9,Man of Steele,B.Grundy,COL,RUC,141,144,KAPPAZ
2019,9,Man of Steele,J.Stephenson,COL,FWD,85,84,KAPPAZ
2019,9,Man of Steele,T.Papley,SYD,FWD,85,85,KAPPAZ
2019,9,Man of Steele,S.Lycett,PTA,FWD,82,56,KAPPAZ
2019,9,Man of Steele,J.Macmillan,NTH,DEF,81,112,KAPPAZ
2019,9,Man of Steele,C.Daniel,WBD,FWD,102,77,KAPPAZ
2019,9,Man of Steele,R.Laird,ADE,DEF,100,89,KAPPAZ
2019,9,Man of Steele,E.Yeo,WCE,MID,90,136,KAPPAZ
2019,9,Man of Steele,D.Shiel,ESS,MID,98,130,KAPPAZ
2019,9,Man of Steele,T.Stewart,GEE,DEF,103,114,KAPPAZ
2019,9,Man of Steele,M.Duncan,GEE,MID,108,144,KAPPAZ
2019,9,Man of Steele,K.Lambert,RIC,FWD,82,79,KAPPAZ
2019,9,Man of Steele,B.Houli,RIC,DEF,116,102,KAPPAZ
2019,9,Man of Steele,A.Brayshaw,MEL,MID,84,78,KAPPAZ
2019,9,Man of Steele,H.Shaw,GWS,DEF,88,103,KAPPAZ
2019,9,Man of Steele,J.Steele,STK,MID,115,95,KAPPAZ
2019,9,Man of Steele,S.Ross,STK,MID,114,70,KAPPAZ
2019,9,Man of Steele,D.Mundy,FRE,MID,113,141,KAPPAZ
2019,9,Man of Steele,T.Phillips,COL,BEN,93,75,KAPPAZ
2019,9,Man of Steele,J.P.Kennedy,SYD,BEN,100,0,KAPPAZ
2019,9,Man of Steele,J.Trengove,WBD,BEN,87,113,KAPPAZ
2019,9,Man of Steele,M.Kreuzer,CAR,BEN,72,72,KAPPAZ
2019,9,Fire The Worpedo,S.Pendlebury,COL,MID,100,79,GARTER
2019,9,Fire The Worpedo,D.Beams,COL,MID,93,90,GARTER
2019,9,Fire The Worpedo,D.Rampe,SYD,DEF,88,81,GARTER
2019,9,Fire The Worpedo,J.Worpel,HAW,FWD,85,98,GARTER
2019,9,Fire The Worpedo,J.O'Meara,HAW,MID,85,103,GARTER
2019,9,Fire The Worpedo,M.Wallis,WBD,FWD,72,109,GARTER
2019,9,Fire The Worpedo,A.Keath,ADE,DEF,83,69,GARTER
2019,9,Fire The Worpedo,B.Crouch,ADE,MID,87,119,GARTER
2019,9,Fire The Worpedo,A.McDonald-Tipungwuti,ESS,FWD,77,76,GARTER
2019,9,Fire The Worpedo,Z.Merrett,ESS,MID,116,121,GARTER
2019,9,Fire The Worpedo,B.Ellis,RIC,DEF,106,107,GARTER
2019,9,Fire The Worpedo,L.Baker,RIC,FWD,82,54,GARTER
2019,9,Fire The Worpedo,D.Swallow,GCS,MID,89,72,GARTER
2019,9,Fire The Worpedo,M.Gawn,MEL,RUC,125,144,GARTER
2019,9,Fire The Worpedo,A.Tomlinson,GWS,MID,91,77,GARTER
2019,9,Fire The Worpedo,J.Finlayson,GWS,DEF,81,135,GARTER
2019,9,Fire The Worpedo,L.Whitfield,GWS,DEF,94,170,GARTER
2019,9,Fire The Worpedo,J.Cameron,GWS,FWD,80,108,GARTER
2019,9,Fire The Worpedo,C.Mills,SYD,BEN,74,67,GARTER
2019,9,Fire The Worpedo,G.Hewett,SYD,BEN,105,127,GARTER
2019,9,Fire The Worpedo,A.Saad,ESS,BEN,84,112,GARTER
2019,9,Fire The Worpedo,J.Short,RIC,BEN,71,0,GARTER
2019,9,Casting Crouch,Z.Jones,SYD,DEF,91,46,JMERC
2019,9,Casting Crouch,I.Heeney,SYD,MID,85,116,JMERC
2019,9,Casting Crouch,B.McEvoy,HAW,RUC,104,39,JMERC
2019,9,Casting Crouch,S.Gray,PTA,FWD,80,101,JMERC
2019,9,Casting Crouch,S.Atley,NTH,FWD,86,40,JMERC
2019,9,Casting Crouch,S.Higgins,NTH,MID,100,65,JMERC
2019,9,Casting Crouch,T.Dumont,NTH,MID,95,96,JMERC
2019,9,Casting Crouch,M.Suckling,WBD,DEF,103,35,JMERC
2019,9,Casting Crouch,J.Macrae,WBD,MID,115,124,JMERC
2019,9,Casting Crouch,H.Greenwood,ADE,MID,87,53,JMERC
2019,9,Casting Crouch,B.Smith,ADE,DEF,94,96,JMERC
2019,9,Casting Crouch,J.Martin,GCS,FWD,64,84,JMERC
2019,9,Casting Crouch,Z.Williams,GWS,DEF,97,75,JMERC
2019,9,Casting Crouch,N.Newman,CAR,DEF,80,118,JMERC
2019,9,Casting Crouch,J.Billings,STK,FWD,120,100,JMERC
2019,9,Casting Crouch,H.McCluggage,BRL,MID,103,74,JMERC
2019,9,Casting Crouch,M.Robinson,BRL,FWD,94,80,JMERC
2019,9,Casting Crouch,E.Langdon,FRE,MID,94,63,JMERC
2019,9,Casting Crouch,J.Howe,COL,BEN,65,68,JMERC
2019,9,Casting Crouch,M.Crouch,ADE,BEN,104,0,JMERC
2019,9,Casting Crouch,S.Menegola,GEE,BEN,83,0,JMERC
2019,9,Casting Crouch,M.Hore,MEL,BEN,89,75,JMERC
2019,10,TryingAnewStratton,J.Anderson,NTH,MID,102,96,PMAC
2019,10,TryingAnewStratton,J.Crisp,COL,DEF,100,99,PMAC
2019,10,TryingAnewStratton,M.Walters,FRE,FWD,94,110,PMAC
