"coach","wins","draws","losses","total_points","position","simulation"
"Lester",13,0,8,36613,2,97
"Anthony",11,1,9,35528,3,97
"James",10,0,11,35234,4,97
"Mark",10,0,11,35058,5,97
"Simon",9,0,12,34055,6,97
"Luke",8,1,12,34366,7,97
"Jordan",7,0,14,34078,8,97
"Lester",16,0,5,37387,1,98
"Paul",14,0,7,37158,2,98
"Anthony",12,0,9,35486,3,98
"Mark",11,0,10,36211,4,98
"Luke",11,0,10,34866,5,98
"James",8,0,13,34826,6,98
"Simon",7,0,14,33652,7,98
"Jordan",5,0,16,33259,8,98
"Anthony",15,0,6,35900,1,99
"Paul",13,0,8,36236,2,99
"Lester",12,0,9,35770,3,99
"Luke",10,0,11,34913,4,99
"Jordan",10,0,11,32490,5,99
"James",9,0,12,35649,6,99
"Mark",8,0,13,34573,7,99
"Simon",7,0,14,33669,8,99
"Paul",14,0,7,36995,1,100
"Lester",13,0,8,35888,2,100
"Mark",12,0,9,35350,3,100
"Luke",12,0,9,34935,4,100
"Anthony",10,0,11,34202,5,100
"Jordan",10,0,11,33657,6,100
"James",7,0,14,34951,7,100
"Simon",6,0,15,32633,8,100
"Paul",12,1,8,36421,1,101
"Lester",12,0,9,36547,2,101
"Anthony",12,0,9,35213,3,101
"Mark",11,0,10,35605,4,101
"James",11,0,10,34944,5,101
"Luke",10,1,10,34596,6,101
"Jordan",8,0,13,33229,7,101
"Simon",7,0,14,34362,8,101
"James",14,0,7,34853,1,102
"Paul",13,0,8,36454,2,102
"Lester",11,0,10,35531,3,102
"Anthony",10,0,11,35081,4,102
"Luke",10,0,11,34774,5,102
"Jordan",10,0,11,33704,6,102
"Mark",8,0,13,34616,7,102
"Simon",8,0,13,33603,8,102
"Paul",14,0,7,36596,1,103
"Anthony",14,0,7,35720,2,103
"Lester",12,0,9,36123,3,103
"Luke",11,0,10,35171,4,103
"James",10,0,11,34209,5,103
"Mark",8,0,13,35154,6,103
"Simon",8,0,13,33853,7,103
"Jordan",7,0,14,33255,8,103
"Lester",15,0,6,36247,1,104
"Paul",14,0,7,36806,2,104
"Anthony",13,0,8,35184,3,104
"Mark",11,0,10,35202,4,104
"James",10,0,11,34422,5,104
"Luke",9,0,12,34849,6,104
"Jordan",8,0,13,32581,7,104
"Simon",4,0,17,32383,8,104
"Lester",14,1,6,36553,1,105
"Paul",14,0,7,36389,2,105
"Anthony",10,1,10,35848,3,105
"Mark",10,0,11,35965,4,105
"Luke",10,0,11,35011,5,105
"Simon",10,0,11,33875,6,105
"James",9,0,12,34372,7,105
"Jordan",6,0,15,32719,8,105
"Paul",15,0,6,36586,1,106
"Lester",14,0,7,35954,2,106
"Anthony",11,0,10,35940,3,106
"Mark",11,0,10,35281,4,106
"Luke",11,0,10,34499,5,106
"James",8,0,13,34650,6,106
"Jordan",8,0,13,32812,7,106
"Simon",6,0,15,33194,8,106
"Lester",14,0,7,36485,1,107
"Anthony",13,0,8,35692,2,107
"Luke",12,0,9,34795,3,107
"Paul",11,0,10,36002,4,107
"Mark",10,0,11,34599,5,107
"James",9,0,12,34154,6,107
"Simon",8,0,13,34051,7,107
"Jordan",7,0,14,32652,8,107
"Lester",14,0,7,36600,1,108
"Paul",12,0,9,35982,2,108
"James",11,0,10,34932,3,108
"Luke",11,0,10,34532,4,108
"Mark",10,0,11,35184,5,108
"Anthony",10,0,11,34431,6,108
"Simon",9,0,12,33367,7,108
"Jordan",7,0,14,32752,8,108
"Paul",14,0,7,37345,1,109
"Lester",14,0,7,36313,2,109
"Anthony",14,0,7,35984,3,109
"Mark",11,0,10,35227,4,109
"Jordan",9,0,12,33466,5,109
"Luke",8,0,13,34620,6,109
"James",7,0,14,34038,7,109
"Simon",7,0,14,33544,8,109
"Lester",17,0,4,36881,1,110
"Paul",12,0,9,37274,2,110
"James",12,0,9,35450,3,110
"Anthony",12,0,9,35239,4,110
"Luke",11,0,10,34791,5,110
"Mark",9,0,12,35403,6,110
"Simon",6,0,15,33305,7,110
"Jordan",5,0,16,32726,8,110
"Lester",14,0,7,36521,1,111
"Mark",13,0,8,35515,2,111
"Luke",13,0,8,35509,3,111
"Paul",12,0,9,36643,4,111
"James",10,0,11,35076,5,111
"Anthony",9,0,12,34656,6,111
"Simon",9,0,12,34214,7,111
"Jordan",4,0,17,32380,8,111
"Lester",14,0,7,36283,1,112
"Anthony",14,0,7,36003,2,112
"Paul",13,0,8,36698,3,112
"James",11,0,10,34769,4,112
"Luke",10,0,11,34561,5,112
"Mark",9,0,12,35051,6,112
"Jordan",7,0,14,32683,7,112
"Simon",6,0,15,33949,8,112
"Lester",14,1,6,36652,1,113
"Paul",14,0,7,36769,2,113
"Anthony",12,1,8,35457,3,113
"Mark",12,0,9,35339,4,113
"Luke",9,0,12,34415,5,113
"James",8,0,13,34008,6,113
"Jordan",7,0,14,33461,7,113
"Simon",7,0,14,33132,8,113
"Lester",16,0,5,36758,1,114
"Mark",12,0,9,35362,2,114
"Paul",11,0,10,35631,3,114
"Anthony",11,0,10,35493,4,114
"Luke",11,0,10,35068,5,114
"James",10,0,11,35060,6,114
"Jordan",10,0,11,33731,7,114
"Simon",3,0,18,32751,8,114
"Paul",14,0,7,36928,1,115
"Lester",14,0,7,36499,2,115
"Anthony",12,0,9,35161,3,115
"Mark",11,0,10,35344,4,115
"Simon",10,0,11,33569,5,115
"James",9,0,12,34214,6,115
"Luke",7,0,14,33985,7,115
"Jordan",7,0,14,32253,8,115
"Paul",15,0,6,37077,1,116
"Lester",14,0,7,36349,2,116
"Mark",12,0,9,35836,3,116
"James",11,0,10,35611,4,116
"Anthony",11,0,10,35144,5,116
"Luke",9,0,12,34531,6,116
"Simon",6,0,15,33294,7,116
"Jordan",6,0,15,32846,8,116
"Paul",14,0,7,37171,1,117
"Lester",14,0,7,36273,2,117
"Anthony",13,0,8,35570,3,117
"Luke",12,0,9,34828,4,117
"Jordan",10,0,11,33230,5,117
"Mark",8,0,13,34622,6,117
"James",7,0,14,34029,7,117
"Simon",6,0,15,33320,8,117
"Lester",14,0,7,36481,1,118
"Anthony",14,0,7,35289,2,118
"Paul",12,0,9,36918,3,118
"Luke",12,0,9,34906,4,118
"Mark",10,0,11,35263,5,118
"James",9,0,12,34338,6,118
"Jordan",7,0,14,32835,7,118
"Simon",6,0,15,33092,8,118
"Lester",14,0,7,36841,1,119
"Paul",13,0,8,37253,2,119
"Mark",13,0,8,35658,3,119
"Anthony",10,0,11,35118,4,119
"Luke",10,0,11,34557,5,119
"James",9,0,12,34930,6,119
"Simon",9,0,12,33839,7,119
"Jordan",6,0,15,33370,8,119
"Paul",14,0,7,36880,1,120
"Anthony",14,0,7,35418,2,120
"Lester",11,0,10,36059,3,120
"Mark",11,0,10,35783,4,120
"Luke",9,0,12,34667,5,120
"James",9,0,12,34452,6,120
"Jordan",9,0,12,33946,7,120
"Simon",7,0,14,33789,8,120
"Lester",16,0,5,36709,1,121
"Paul",14,0,7,36668,2,121
"Luke",12,0,9,35025,3,121
"Mark",11,0,10,35302,4,121
"Anthony",11,0,10,34744,5,121
"Jordan",9,0,12,32695,6,121
"James",7,0,14,34888,7,121
"Simon",4,0,17,33072,8,121
"Lester",15,0,6,36826,1,122
"Paul",13,0,8,36457,2,122
"Mark",12,0,9,35635,3,122
"Luke",11,0,10,34966,4,122
"Jordan",10,0,11,33261,5,122
"James",8,0,13,34833,6,122
"Anthony",8,0,13,34618,7,122
"Simon",7,0,14,33639,8,122
"Lester",16,0,5,36655,1,123
"Anthony",16,0,5,36198,2,123
"Luke",12,0,9,34739,3,123
"Mark",11,0,10,35905,4,123
"Paul",10,0,11,36314,5,123
"James",8,0,13,34239,6,123
"Jordan",6,0,15,32237,7,123
"Simon",5,0,16,33280,8,123
"Lester",14,0,7,36425,1,124
"Anthony",14,0,7,35109,2,124
"Paul",13,0,8,36726,3,124
"Mark",11,0,10,36221,4,124
"Luke",10,0,11,34954,5,124
"James",9,0,12,34398,6,124
"Jordan",8,0,13,33539,7,124
"Simon",5,0,16,33748,8,124
"Lester",15,0,6,37273,1,125
"Paul",13,0,8,36362,2,125
"James",12,0,9,35424,3,125
"Anthony",12,0,9,34497,4,125
"Mark",10,0,11,35335,5,125
"Luke",10,0,11,34796,6,125
"Simon",7,0,14,33638,7,125
"Jordan",5,0,16,32973,8,125
"Lester",14,0,7,36871,1,126
"Anthony",14,0,7,34983,2,126
"Paul",12,0,9,35781,3,126
"Luke",10,0,11,35327,4,126
"James",10,0,11,34601,5,126
"Mark",9,1,11,35296,6,126
"Simon",7,1,13,33333,7,126
"Jordan",7,0,14,33026,8,126
"Lester",17,0,4,36271,1,127
"Anthony",15,0,6,35668,2,127
"Paul",13,0,8,36642,3,127
"Luke",11,0,10,35131,4,127
"Mark",8,0,13,35470,5,127
"James",8,0,13,34535,6,127
"Jordan",8,0,13,33275,7,127
"Simon",4,0,17,32691,8,127
"Lester",18,0,3,36874,1,128
"Anthony",13,0,8,35564,2,128
"Luke",12,0,9,34598,3,128
"Paul",11,0,10,35861,4,128
"James",10,0,11,34898,5,128
"Mark",8,0,13,34833,6,128
"Jordan",8,0,13,33017,7,128
"Simon",4,0,17,32801,8,128
"Paul",17,0,4,36591,1,129
"Lester",13,0,8,36282,2,129
"Mark",11,0,10,35987,3,129
"Anthony",11,0,10,34865,4,129
"James",9,0,12,34595,5,129
"Jordan",9,0,12,33478,6,129
"Luke",7,0,14,34628,7,129
"Simon",7,0,14,33448,8,129
"Paul",14,0,7,36683,1,130
"Lester",13,0,8,35662,2,130
"Anthony",13,0,8,34903,3,130
"Simon",13,0,8,34429,4,130
"Mark",10,0,11,36238,5,130
"Luke",9,0,12,35230,6,130
"James",7,0,14,34413,7,130
"Jordan",5,0,16,33283,8,130
"Lester",15,0,6,36077,1,131
"Paul",14,0,7,37089,2,131
"Mark",11,0,10,35453,3,131
"James",11,0,10,34809,4,131
"Luke",10,0,11,35064,5,131
"Anthony",10,0,11,34987,6,131
"Jordan",7,0,14,33507,7,131
"Simon",6,0,15,33229,8,131
"Paul",15,0,6,36994,1,132
"Lester",15,0,6,36154,2,132
"Mark",12,0,9,36081,3,132
"Anthony",10,0,11,35403,4,132
"James",10,0,11,35035,5,132
"Luke",9,0,12,34375,6,132
"Jordan",7,0,14,33468,7,132
"Simon",6,0,15,32918,8,132
"Anthony",15,0,6,36008,1,133
"Lester",14,0,7,36052,2,133
"Paul",12,0,9,36035,3,133
"Luke",11,0,10,35156,4,133
"James",10,0,11,34737,5,133
"Mark",9,0,12,34445,6,133
"Jordan",7,0,14,32973,7,133
"Simon",6,0,15,33045,8,133
"Lester",13,0,8,36143,1,134
"Paul",13,0,8,35968,2,134
"Anthony",12,0,9,35356,3,134
"Mark",11,0,10,35293,4,134
"James",9,0,12,34597,5,134
"Luke",9,0,12,34440,6,134
"Simon",9,0,12,33761,7,134
"Jordan",8,0,13,32326,8,134
"Lester",15,0,6,37157,1,135
"Paul",13,0,8,36160,2,135
"Mark",12,0,9,35261,3,135
"Anthony",11,0,10,34984,4,135
"Luke",11,0,10,34645,5,135
"James",9,0,12,34221,6,135
"Jordan",9,0,12,32983,7,135
"Simon",4,0,17,33808,8,135
"Lester",15,0,6,36946,1,136
"Paul",14,0,7,36994,2,136
"Anthony",12,0,9,35689,3,136
"Mark",11,0,10,35891,4,136
"Luke",11,0,10,34668,5,136
"James",9,0,12,34852,6,136
"Jordan",8,0,13,33634,7,136
"Simon",4,0,17,33218,8,136
"Paul",15,0,6,37183,1,137
"Lester",13,0,8,36152,2,137
"Mark",12,0,9,35761,3,137
"James",11,0,10,34865,4,137
"Anthony",11,0,10,34821,5,137
"Luke",10,0,11,35028,6,137
"Jordan",7,0,14,32893,7,137
"Simon",5,0,16,33255,8,137
"Lester",15,0,6,36512,1,138
"Paul",14,0,7,36101,2,138
"Mark",11,0,10,35793,3,138
"James",11,0,10,35117,4,138
"Luke",11,0,10,34241,5,138
"Anthony",9,0,12,34745,6,138
"Jordan",7,0,14,33458,7,138
"Simon",6,0,15,33124,8,138
"Lester",15,0,6,36844,1,139
"Anthony",13,0,8,36282,2,139
"Paul",11,0,10,36167,3,139
"Mark",11,0,10,35007,4,139
"Luke",10,0,11,34690,5,139
"James",9,0,12,34254,6,139
"Jordan",9,0,12,33808,7,139
"Simon",6,0,15,33330,8,139
"Lester",14,0,7,37193,1,140
"Paul",12,0,9,35837,2,140
"Mark",12,0,9,35688,3,140
"Luke",12,0,9,35010,4,140
"Anthony",11,0,10,35604,5,140
"James",11,0,10,34766,6,140
"Simon",6,0,15,33860,7,140
"Jordan",6,0,15,33093,8,140
"Paul",16,0,5,37135,1,141
"Lester",14,0,7,36498,2,141
"Mark",13,0,8,35337,3,141
"Anthony",10,0,11,35317,4,141
"Luke",10,0,11,34320,5,141
"James",8,0,13,34385,6,141
"Jordan",7,0,14,32547,7,141
"Simon",6,0,15,33386,8,141
"Lester",16,0,5,36195,1,142
"Mark",13,0,8,36115,2,142
"Paul",12,0,9,36565,3,142
"James",12,0,9,34857,4,142
"Anthony",10,0,11,34800,5,142
"Jordan",9,0,12,34153,6,142
"Luke",6,0,15,34639,7,142
"Simon",6,0,15,34199,8,142
"Lester",15,0,6,37458,1,143
"Paul",13,0,8,36623,2,143
"Mark",13,0,8,35790,3,143
"James",12,0,9,35512,4,143
"Anthony",11,0,10,35416,5,143
"Luke",9,0,12,34141,6,143
"Jordan",6,0,15,33074,7,143
"Simon",5,0,16,33011,8,143
"Lester",16,0,5,36397,1,144
"Paul",15,0,6,36350,2,144
"Mark",12,0,9,36362,3,144
"Anthony",12,0,9,34941,4,144
"James",9,0,12,35182,5,144
"Simon",8,0,13,33726,6,144
"Luke",7,0,14,34327,7,144
"Jordan",5,0,16,32429,8,144
"Lester",17,0,4,36568,1,145
"Paul",13,0,8,36869,2,145
"Luke",11,0,10,34865,3,145
"Mark",10,0,11,35519,4,145
"James",10,0,11,34654,5,145
"Anthony",9,0,12,35209,6,145
"Simon",7,0,14,33752,7,145
"Jordan",7,0,14,33498,8,145
"Anthony",14,0,7,34993,1,146
"Paul",13,0,8,36016,2,146
"Lester",13,0,8,35921,3,146
"Mark",11,0,10,34825,4,146
"James",10,0,11,34911,5,146
"Luke",10,0,11,34485,6,146
"Simon",9,0,12,33073,7,146
"Jordan",4,0,17,32355,8,146
"Lester",16,1,4,37792,1,147
"Paul",15,0,6,36141,2,147
"Mark",13,0,8,35582,3,147
"Anthony",12,0,9,35226,4,147
"James",9,0,12,34492,5,147
"Luke",8,0,13,34488,6,147
"Jordan",7,1,13,33120,7,147
"Simon",3,0,18,32591,8,147
"Paul",14,0,7,37796,1,148
"Anthony",14,0,7,36388,2,148
"Lester",13,0,8,36188,3,148
"Mark",12,0,9,35232,4,148
"Luke",10,0,11,35436,5,148
"James",8,0,13,35115,6,148
"Jordan",7,0,14,33453,7,148
"Simon",6,0,15,33096,8,148
"Lester",15,0,6,36160,1,149
"Paul",14,0,7,36494,2,149
"Anthony",13,0,8,36320,3,149
"James",12,0,9,35454,4,149
"Mark",9,0,12,34902,5,149
"Luke",9,0,12,34672,6,149
"Jordan",7,0,14,32507,7,149
"Simon",5,0,16,33084,8,149
"Anthony",14,0,7,35701,1,150
"Paul",13,0,8,37115,2,150
"Lester",12,0,9,36349,3,150
"Mark",12,0,9,35106,4,150
"Luke",10,0,11,34580,5,150
"James",9,0,12,34183,6,150
"Jordan",8,0,13,32853,7,150
"Simon",6,0,15,33478,8,150
"Anthony",15,0,6,35649,1,151
"Paul",13,1,7,37572,2,151
"Lester",12,0,9,36510,3,151
"Luke",11,1,9,34605,4,151
"James",10,0,11,34840,5,151
"Mark",9,0,12,35505,6,151
"Jordan",7,0,14,32941,7,151
"Simon",6,0,15,33654,8,151
"Lester",16,0,5,37018,1,152
"Paul",13,0,8,37557,2,152
"James",12,0,9,35449,3,152
"Anthony",11,0,10,34466,4,152
"Mark",9,0,12,34973,5,152
"Luke",9,0,12,34704,6,152
"Jordan",9,0,12,33796,7,152
"Simon",5,0,16,33122,8,152
"Lester",17,0,4,36706,1,153
"Paul",15,0,6,37710,2,153
"Anthony",12,0,9,35476,3,153
"Mark",10,0,11,35414,4,153
"James",10,0,11,34538,5,153
"Luke",9,0,12,34186,6,153
"Simon",7,0,14,33487,7,153
"Jordan",4,0,17,33127,8,153
"Lester",16,0,5,36506,1,154
"Paul",14,0,7,37002,2,154
"Anthony",13,0,8,36119,3,154
"Jordan",12,0,9,33619,4,154
"Luke",9,0,12,34188,5,154
"Mark",8,0,13,35117,6,154
"James",7,0,14,33868,7,154
"Simon",5,0,16,33269,8,154
"Lester",13,0,8,35891,1,155
"Luke",13,0,8,35023,2,155
"Paul",11,0,10,36622,3,155
"Anthony",11,0,10,34957,4,155
"Mark",11,0,10,34640,5,155
"James",10,0,11,34430,6,155
"Simon",8,0,13,33602,7,155
"Jordan",7,0,14,32326,8,155
"Lester",15,0,6,36534,1,156
"Anthony",14,0,7,35833,2,156
"Paul",11,0,10,36019,3,156
"Luke",11,0,10,34835,4,156
"Mark",10,0,11,34918,5,156
"James",9,0,12,35051,6,156
"Jordan",8,0,13,33133,7,156
"Simon",6,0,15,33669,8,156
"Paul",15,0,6,37845,1,157
"Lester",14,0,7,36239,2,157
"Anthony",12,0,9,35979,3,157
"Mark",11,0,10,34930,4,157
"Luke",10,0,11,34892,5,157
"James",8,0,13,34496,6,157
"Simon",7,0,14,33331,7,157
"Jordan",7,0,14,33136,8,157
"Paul",13,0,8,36848,1,158
"Lester",13,0,8,36308,2,158
"Anthony",13,0,8,35979,3,158
"Mark",12,0,9,35157,4,158
"Luke",10,0,11,35714,5,158
"James",9,0,12,34566,6,158
"Simon",8,0,13,33712,7,158
"Jordan",6,0,15,32752,8,158
"Lester",15,0,6,36744,1,159
"Paul",12,0,9,35932,2,159
"Mark",12,0,9,35375,3,159
"Anthony",11,0,10,35180,4,159
"Luke",10,0,11,34662,5,159
"James",9,0,12,34569,6,159
"Simon",8,0,13,33901,7,159
"Jordan",7,0,14,33334,8,159
"Lester",17,0,4,36667,1,160
"Paul",14,0,7,37059,2,160
"Luke",12,1,8,35527,3,160
"Anthony",11,0,10,35090,4,160
"James",9,1,11,34918,5,160
"Mark",8,0,13,35474,6,160
"Jordan",8,0,13,32754,7,160
"Simon",4,0,17,33416,8,160
"Lester",16,0,5,37019,1,161
"Mark",14,0,7,36717,2,161
"Paul",14,0,7,36661,3,161
"Anthony",11,0,10,35039,4,161
"Luke",9,0,12,35043,5,161
"James",9,0,12,34919,6,161
"Jordan",6,0,15,33209,7,161
"Simon",5,0,16,33564,8,161
"Lester",14,0,7,36398,1,162
"Mark",13,0,8,35830,2,162
"Paul",12,0,9,36139,3,162
"Luke",12,0,9,34236,4,162
"Anthony",11,0,10,35517,5,162
"James",11,0,10,35292,6,162
"Jordan",8,0,13,33032,7,162
"Simon",3,0,18,32132,8,162
"Lester",15,0,6,36581,1,163
"Paul",13,0,8,36702,2,163
"Mark",13,0,8,35248,3,163
"Anthony",11,0,10,35129,4,163
"Luke",10,0,11,34783,5,163
"James",9,0,12,34495,6,163
"Jordan",7,0,14,33364,7,163
"Simon",6,0,15,33189,8,163
"Paul",14,0,7,36516,1,164
"Lester",13,0,8,36285,2,164
"Anthony",13,0,8,35008,3,164
"James",13,0,8,34860,4,164
"Mark",11,0,10,35364,5,164
"Luke",11,0,10,34807,6,164
"Jordan",5,0,16,32793,7,164
"Simon",4,0,17,33363,8,164
"Lester",14,0,7,36472,1,165
"Anthony",14,0,7,35594,2,165
"Paul",13,0,8,36694,3,165
"Mark",12,0,9,35441,4,165
"Luke",10,0,11,34971,5,165
"James",8,0,13,34871,6,165
"Jordan",8,0,13,33123,7,165
"Simon",5,0,16,33581,8,165
"Lester",15,0,6,36228,1,166
"Paul",13,0,8,36450,2,166
"Anthony",12,0,9,35096,3,166
"Luke",11,0,10,34626,4,166
"Mark",10,0,11,34986,5,166
"Jordan",9,0,12,33657,6,166
"James",8,0,13,34407,7,166
"Simon",6,0,15,32908,8,166
"Paul",15,0,6,36425,1,167
"Lester",14,0,7,35783,2,167
"Anthony",13,0,8,35667,3,167
"James",11,0,10,34775,4,167
"Luke",9,0,12,34552,5,167
"Mark",8,0,13,34761,6,167
"Simon",7,0,14,32741,7,167
"Jordan",7,0,14,32356,8,167
"Lester",17,0,4,36548,1,168
"Anthony",13,0,8,35309,2,168
"James",12,0,9,34395,3,168
"Paul",11,0,10,36903,4,168
"Luke",10,0,11,33903,5,168
"Mark",9,0,12,34914,6,168
"Jordan",7,0,14,33367,7,168
"Simon",5,0,16,32619,8,168
"Mark",13,0,8,36076,1,169
"Paul",13,0,8,35958,2,169
"Lester",13,0,8,35810,3,169
"James",10,0,11,34724,4,169
"Anthony",10,0,11,34470,5,169
"Luke",9,0,12,35042,6,169
"Simon",8,0,13,33737,7,169
"Jordan",8,0,13,32647,8,169
"Lester",15,0,6,36432,1,170
"Mark",13,0,8,36715,2,170
"Paul",13,0,8,36232,3,170
"Anthony",11,0,10,35477,4,170
"Luke",11,0,10,34995,5,170
"James",10,0,11,35033,6,170
"Simon",6,0,15,34089,7,170
"Jordan",5,0,16,32570,8,170
"Paul",14,0,7,36361,1,171
"Lester",13,0,8,35674,2,171
"James",13,0,8,35187,3,171
"Mark",11,0,10,35380,4,171
"Anthony",11,0,10,34818,5,171
"Luke",9,0,12,34964,6,171
"Jordan",9,0,12,33278,7,171
"Simon",4,0,17,32835,8,171
"Paul",14,0,7,36395,1,172
"Anthony",12,0,9,35359,2,172
"Luke",12,0,9,34539,3,172
"Mark",11,0,10,35535,4,172
"Jordan",11,0,10,32931,5,172
"Lester",10,0,11,35644,6,172
"Simon",8,0,13,33638,7,172
"James",6,0,15,34301,8,172
"Paul",14,0,7,36839,1,173
"Lester",13,0,8,35794,2,173
"Mark",13,0,8,35567,3,173
"Anthony",11,0,10,35637,4,173
"James",11,0,10,34235,5,173
"Luke",9,0,12,34892,6,173
"Simon",7,0,14,34059,7,173
"Jordan",6,0,15,32335,8,173
"Anthony",16,0,5,35591,1,174
"Lester",15,0,6,36369,2,174
"Mark",11,0,10,35027,3,174
"Paul",10,0,11,36642,4,174
"Luke",10,0,11,34887,5,174
"James",9,0,12,35530,6,174
"Jordan",8,0,13,33712,7,174
"Simon",5,0,16,33382,8,174
"Lester",16,0,5,37025,1,175
"Paul",15,0,6,37682,2,175
"Mark",11,0,10,35152,3,175
"James",10,0,11,34884,4,175
"Anthony",9,0,12,35103,5,175
"Luke",9,0,12,34464,6,175
"Jordan",8,0,13,32697,7,175
"Simon",6,0,15,33481,8,175
"Paul",14,0,7,36833,1,176
"Lester",14,0,7,36832,2,176
"Anthony",13,0,8,35298,3,176
"Luke",13,0,8,34974,4,176
"Mark",10,0,11,34936,5,176
"James",8,0,13,34726,6,176
"Jordan",6,0,15,33657,7,176
"Simon",6,0,15,33452,8,176
"Lester",15,0,6,35605,1,177
"Paul",13,0,8,36388,2,177
"Mark",13,0,8,35780,3,177
"Anthony",12,0,9,35302,4,177
"James",10,0,11,34795,5,177
"Luke",10,0,11,34641,6,177
"Jordan",6,0,15,33304,7,177
"Simon",5,0,16,32483,8,177
"Paul",15,0,6,36742,1,178
"Lester",13,0,8,35953,2,178
"Anthony",12,0,9,35553,3,178
"Luke",10,0,11,34696,4,178
"Mark",10,0,11,34610,5,178
"James",9,0,12,33884,6,178
"Jordan",8,0,13,32603,7,178
"Simon",7,0,14,33526,8,178
"Anthony",16,0,5,36647,1,179
"Paul",12,0,9,36463,2,179
"Lester",12,0,9,36334,3,179
"Mark",12,0,9,35911,4,179
"Luke",10,0,11,34937,5,179
"James",8,0,13,34520,6,179
"Simon",7,0,14,33756,7,179
"Jordan",7,0,14,33165,8,179
"Lester",15,0,6,36940,1,180
"Anthony",12,0,9,35666,2,180
"Mark",12,0,9,35367,3,180
"Paul",11,0,10,35734,4,180
"James",11,0,10,35573,5,180
"Luke",8,0,13,34296,6,180
"Jordan",8,0,13,33126,7,180
"Simon",7,0,14,32573,8,180
"Lester",13,0,8,36290,1,181
"Anthony",12,0,9,36159,2,181
"Mark",12,0,9,35449,3,181
"Paul",10,0,11,36266,4,181
"James",10,0,11,34922,5,181
"Jordan",10,0,11,34045,6,181
"Luke",9,0,12,34647,7,181
"Simon",8,0,13,33623,8,181
"Anthony",14,0,7,35654,1,182
"Mark",13,0,8,36137,2,182
"Luke",13,0,8,35672,3,182
"Lester",12,0,9,35652,4,182
"Paul",10,0,11,36004,5,182
"Simon",9,0,12,34130,6,182
"James",8,0,13,34225,7,182
"Jordan",5,0,16,32752,8,182
"Lester",15,0,6,36485,1,183
"Paul",14,0,7,37593,2,183
"Anthony",12,0,9,35652,3,183
"Luke",12,0,9,34489,4,183
"James",11,0,10,35605,5,183
"Mark",9,0,12,35002,6,183
"Jordan",7,0,14,33548,7,183
"Simon",4,0,17,33105,8,183
"Lester",14,0,7,36617,1,184
"Paul",13,0,8,36348,2,184
"Luke",12,0,9,34852,3,184
"Mark",11,0,10,35670,4,184
"Anthony",11,0,10,35164,5,184
"James",9,0,12,34534,6,184
"Jordan",8,0,13,32714,7,184
"Simon",6,0,15,33613,8,184
"Anthony",15,0,6,35108,1,185
"Lester",14,0,7,36728,2,185
"Paul",13,0,8,37026,3,185
"Mark",11,0,10,35280,4,185
"Luke",10,0,11,34822,5,185
"James",9,0,12,34613,6,185
"Jordan",7,0,14,33379,7,185
"Simon",5,0,16,32999,8,185
"Anthony",15,0,6,35975,1,186
"Paul",13,0,8,36779,2,186
"Lester",11,0,10,36004,3,186
"Mark",10,0,11,35388,4,186
"James",10,0,11,34345,5,186
"Luke",9,0,12,35237,6,186
"Simon",9,0,12,34070,7,186
"Jordan",7,0,14,32505,8,186
"Lester",16,0,5,37311,1,187
"Paul",13,0,8,36599,2,187
"Mark",12,0,9,36599,3,187
"Anthony",12,0,9,35563,4,187
"James",9,0,12,35024,5,187
"Luke",9,0,12,34562,6,187
"Simon",7,0,14,33962,7,187
"Jordan",6,0,15,32568,8,187
"Lester",15,0,6,36179,1,188
"Anthony",12,0,9,34590,2,188
"Paul",11,0,10,36518,3,188
"Luke",11,0,10,35024,4,188
"Mark",9,0,12,34939,5,188
"James",9,0,12,34771,6,188
"Jordan",9,0,12,33009,7,188
"Simon",8,0,13,33335,8,188
"Paul",15,0,6,37017,1,189
"Lester",14,0,7,36628,2,189
"Anthony",12,0,9,35537,3,189
"James",12,0,9,35030,4,189
"Mark",11,0,10,35503,5,189
"Luke",7,0,14,34075,6,189
"Jordan",7,0,14,32995,7,189
"Simon",6,0,15,32786,8,189
"Lester",13,0,8,36161,1,190
"Paul",12,0,9,36308,2,190
"Anthony",12,0,9,35152,3,190
"Mark",12,0,9,35095,4,190
"James",11,0,10,35381,5,190
"Luke",10,0,11,34588,6,190
"Simon",7,0,14,33279,7,190
"Jordan",7,0,14,33052,8,190
"Paul",15,0,6,36674,1,191
"Mark",14,0,7,35531,2,191
"Lester",13,0,8,35676,3,191
"Luke",11,0,10,35419,4,191
"Anthony",10,0,11,35052,5,191
"James",8,0,13,34844,6,191
"Jordan",8,0,13,33290,7,191
"Simon",5,0,16,33118,8,191
"Anthony",16,0,5,35389,1,192
"Paul",13,0,8,36652,2,192
"Mark",11,0,10,35630,3,192
"James",11,0,10,35241,4,192
"Lester",10,0,11,36191,5,192
"Luke",9,0,12,34749,6,192
"Simon",9,0,12,34179,7,192
"Jordan",5,0,16,32374,8,192
"Lester",16,0,5,36821,1,193
"Mark",14,0,7,36064,2,193
"Paul",13,0,8,37188,3,193
"Anthony",11,0,10,35018,4,193
"James",10,0,11,34455,5,193
"Luke",9,0,12,35031,6,193
"Simon",6,0,15,33540,7,193
"Jordan",5,0,16,32738,8,193
"Lester",14,1,6,36555,1,194
